-0.585004213824915,0.811030252091186,0,0,0,0,0,0,0,0,0,0,0,0
0.987554603380711,-0.157276525081036,-0.987554603380711,0.157276525081036,0,0,0,0,0,0,0,0,0,0
0,0,0.800971956493417,0.598701866467032,-0.800971956493417,-0.598701866467032,0,0,0,0,0,0,0,0
0,0,0,0,-0.194219302491596,0.980958134957694,0.194219302491596,-0.980958134957694,0,0,0,0,0,0
0,0,0,0,0,0,-0.710987128830326,0.70320502176649,0.710987128830326,-0.70320502176649,0,0,0,0
0,0,0,0,0,0,0,0,-0.931814812792216,-0.362934091345809,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.990900277080943,0.134598071609178,0,0
0,0,0,0,0,0,0,0,0,0,0.995041758050305,-0.0994580300235156,-0.995041758050305,0.0994580300235156
0,0,0,0,-0.985129596576617,0.171812915547091,0,0,0,0,0,0,0.985129596576617,-0.171812915547091
0.0108601515558492,0.0202124103478651,-0.00222730269328645,-0.0139854503190731,0,0,0,0,0,0,0,0,0,0
0.00863284886256278,0.00622696002879193,0,0,0,0,0,0,0,0,0,0,0,0
0.00863284886256278,0.00622696002879193,0,0,0,0,0,0,0,0,-0.00226641866385765,-0.0166851935926609,0,0
-0.00222730269328645,-0.0139854503190731,-0.00377839368712695,0.0220201578243487,0.0060056963804134,-0.00803470750527558,0,0,0,0,0,0,0,0
0,0,0.0060056963804134,-0.00803470750527558,-0.0201994418219821,0.00522449650730713,0.0141937454415687,0.00281021099796845,0,0,0,0,0,0
0,0,0.0060056963804134,-0.00803470750527558,-0.00849641588473115,-0.00624641619640294,0,0,0,0,0,0,0.00249071950431774,0.0142811237016785
0,0,0,0,0.0141937454415687,0.00281021099796845,-0.0211177125329373,-0.0098108030444265,0.00692396709136863,0.00700059204645805,0,0,0,0
0,0,0,0,0.0117030259372509,-0.0114709127037101,-0.0141937454415687,-0.00281021099796845,0,0,0,0,0.00249071950431774,0.0142811237016785
0,0,0,0,0,0,0.00692396709136864,0.00700059204645805,-0.00134977746539044,-0.0213120402863815,0,0,0,0
0,0,0,0,0,0,0,0,-0.0055741896259782,0.0143114482399234,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.00226641866385765,-0.0166851935926609,0,0
0,0,0,0,0,0,0,0,0,0,0.00353946515316359,0.0294215650701499,-0.00127304648930594,-0.012736371477489
0,0,0,0,-0.00249071950431775,-0.0142811237016785,0,0,0,0,-0.00127304648930594,-0.012736371477489,0.00376376599362369,0.0270174951791675
